activate,"Androgens also activate proliferation, migration, and recruitment of endothelial progenitor cells (EPCs), thereby contributing to vascular repair and restoration of the endothelial layer.","<androgens, activate, proliferation and migration and recruitment>",1,2018,Vasc Health Risk Manag,Institute for Atherosclerosis Research,10.2147/VHRM.S173259,,
activate,"Finally, TMS delivered as repetitive trains of stimulation (rTMS) may activate, inhibit, or otherwise interfere with the activity of neuronal cortical networks, depending on stimulus frequency and intensity, and brain-induced electric field configuration.","<TMS, activate, activity>, <TMS, inhibit, activity>",1,2019,Hand Clin Neurol,Hôpital Henri Mondo,10.1016/B978-0-444-64032-1.00037-0,,
activate,This pyrethroid also activated and enhanced the excitability of peripheral saphenous nerve fibers.,"<pyrethroid, activated, excitability>",1,2018,Pain,Universitat de Barcelona,10.1097/j.pain.0000000000001068,,
activate,"Mechanistically, we found that AgNPs increase reactive oxidative species (ROS) levels and specifically activate MAPK-ERK signaling in beige adipocytes.","<AgNPs, activate, MAPK-ERK signaling>",1,2019,Mol Metab,East China Normal University,10.1016/j.molmet.2019.01.005,,
activate,"Polyphenols may also enhance insulin-dependent glucose uptake, activate 5' adenosine monophosphate-activated protein kinase (AMPK), modify the microbiome and have anti-inflammatory effects.","<Polyphenols, activate, AMPK>",1,2016,Nutrients,University of South Australia,10.3390/nu8010017,,
activate,"IL-2 and IL-7 family cytokines (IL-2, IL-7, IL-9, TSLP) activate the STAT5 pathway that induces survival of ILC2s and enhances cytokine production.","<IL-2 and IL-2, activate, STAT5 pathway>",1,2019,Chest,Northwestern University,10.1016/j.chest.2019.04.101,,
activate,"Selenium (Se) can activate pivotal proteins in immune responses and regulate the immune system, and microRNA-155 (miR-155) is a key transcriptional regulator for inflammation-related diseases.","<Se, activate, pivotal proteins>",0,2019,Food Funct,Huazhong Agricultural University,10.1039/c9fo01488h,,"<Selenium Se, activate, pivotal proteins>"
activate,These factors trigger different signaling pathways and activate various transcription factors that guide MSCs to commit to either lineage.,"<factors, activate, transcription factors>",0,2016,Cell Death Differ,Soochow University,10.1038/cdd.2015.168,,"<factors, activate, transcription factors>"
activate,It has been also shown that high extracellular phosphate can activate several intracellular signaling pathways.,"<extracellular phosphate, activates, intracellular signaling pathways>",0,2020,J Bone Miner Metab,Tokushima University,10.1007/s00774-019-01066-0,,"<extracellular phosphate, activate, intracellular signaling pathways>"
activate,Myc/Max heterodimers bind to E box sequences in the promoter regions of genes and activate transcription.,"<Myc/Max heterodimers, activate, transcription>, <Myc/Max heterodimers, bind, E box sequences>",0,2019,Mol Cell Biol,"Merck & Co., Inc.",10.1128/MCB.00248-19,,"<Myc/Max heterodimers, activate, transcription>, <Myc/Max heterodimers, bind, E>"
inhibit,"Interferon induced transmembrane proteins (IFITMs) inhibit the cellular entry of a broad range of viruses, but it has been suspected that for HIV-1 IFITMs may also inhibit a post-integration replicative step.","<IFITMs, inhibit, cellular entry>, <HIV-1 IFITMs, inhibit, replicative step>",1,2018,Sci Rep,Zhejiang University,10.1038/s41598-018-32785-5,,
inhibit,lncRNA MEG3 could inhibit the proliferation and metastasis of gastric cancer.,"<lncRNA MEG3, inhibit, proliferation and metastasis>",1,2017,Eur Rev Med Pharmacol Sci,Jinzhou Medical University,28975980,,
inhibit,"Currently, novel drug design techniques are used to identify molecules that can bind to LOX-1 and inhibit its activation by ox-LDL.","<molecules, bind, LOX-1>, <molecules, inhibit, activation>",1,2019,Curr Med Chem,University of Arkansas,10.2174/0929867325666180508100950,,
inhibit,"Proton pump inhibitors (PPIs) bind to enzyme H+/K+-ATPase and inhibit its activity in the stomach, thus decreasing the secretion of gastric acid.","<PPIs, inhibit, activity>, <PPIs, bind, enzyme H+/K+-ATPase>",1,2018,J Bras Nefrol,Universidade Federal Fluminense,10.1590/2175-8239-jbn-2018-0021,,
inhibit,"Our results show that apple phenolic extracts strongly inhibit α-glucosidase acitivity, validating their potential to be used in the management of type 2 diabetes.","<phenolic extracts, inhibit, α-glucosidase acitivity>",1,2019,Plant Foods Hum Nutr,Federal University of Pelotas,10.1007/s11130-019-00757-3,,
inhibit,Berberine significantly inhibited the cell cycle of all RMS cells at G1 phase.,"<Berberine, inhibited, cell cycle>",1,2020,Biosci Biotechnol Biochem,Shinshu University,10.1080/09168451.2019.1659714,,
inhibit,"Results show that kava extract effectively inhibits NE-mediated intracellular calcium influx in H1299 cells, potentially through antagonizing β-AR signaling.","<kava extract, inhibits, calcium influx>",1,2020,Planta Med,University of Florida,10.1055/a-1035-5183,,
inhibit,"Since several antiviral therapies can inhibit viral replication cycles or relieve symptoms, mechanisms unique to RNA viruses will be important for the clinical development of antivirals against SARS-CoV-2.","<antiviral therapies, inhibit, replication cycles or relieve symptoms>",1,2020,Int J Mol Sci,Osaka University,10.3390/ijms21082839,,
inhibit,"Also, Chloroquine-related compounds inhibit the induction of the well-known senescence marker, Beta-galactosidase.","<Chloroquine-related compounds, inhibit, induction>",1,2020,Aging (Albany NY),University of Salford,10.18632/aging.103001,,
inhibit,"Here, we report that IL-33 administration can effectively inhibit the development of pulmonary metastasis of breast cancer in a mouse.","<IL-33 administration, inhibit, development>",1,2020,Int J Cancer,University of Science and Technology of China,10.1002/ijc.32779,,
inhibit,"Recent studies have explored the importance of different forms of extracellular PDL1, such as on exosomes or as a freely soluble protein, and have shown that PDL1-expressing exosomes can inhibit antitumour immune responses.","<PDL1-expressing exosomes, inhibit, immune responses>",1,2020,Nat Rev Immunol,Harvard Medical School,10.1038/s41577-019-0264-y,,
inhibit,"Together, these data indicate that ANGPTL8 binds to ANGPTL3 and that this complex is necessary for ANGPTL3 to efficiently bind and inhibit LPL.","<ANGPTL8, binds, ANGPTL3>",1,2017,Mol Metab,University of Iowa,10.1016/j.molmet.2017.06.014,,
inhibit,"We conclude that CADs indeed inhibit adipocyte differentiation, as shown morphologically, at the level of lipid droplet formation and on the expression of genetic markers of adipocytes.","<CADs, inhibit, adipocyte differentiation>",1,2018,Eur J Pharmacol,Karolinska Institutet,10.1016/j.ejphar.2018.04.004,,
inhibit,"Compounds that elicited high levels of nucleotide exchange activity in vitro increased RAS-GTP levels in cells, and inhibited phospho ERK levels at higher treatment concentrations.","<compounds, inhibited, phospho ERK levels>",1,2018,Anal Biochem,Vanderbilt University,10.1016/j.ab.2018.01.025,,
inhibit,"In periodontitis model mice, in which the second molars were ligated with a silk suture to induce inflammation, intraperitoneal administration of anti-RANKL antibodies significantly inhibited alveolar bone destruction and tooth root exposure.","<intraperitoneal administration, inhibited, alveolar bone destruction and tooth root exposure>",1,2018,Biol Pharm Bull,Showa University,10.1248/bpb.b18-00026,,
inhibit,The nanoparticles are non-toxic in mice and inhibit dose-dependently the dermonecrotic activity of Naja nigricollis venom.,"<nanoparticles, inhibit, dermonecrotic activity>",1,2018,PLoS Negl Trop Dis,Universidad de Costa Rica,10.1371/journal.pntd.0006736,,
inhibit,Macrolide antibiotics inhibit protein synthesis by targeting the bacterial ribosome.,"<macrolide antibiotics, inhibit, protein synthesis>",0,2018,Trends Biochem Sci,University of Illinois at Chicago,10.1016/j.tibs.2018.06.011,,"<Macrolide antibiotics, inhibit, protein synthesis>"
inhibit,"Previously, we discovered small proteins encoded by bacteriophages that inhibit the CRISPR-Cas systems of their host bacteria.","<proteins, inhibit, CRISPR-Cas systems>",0,2016,Cell,University of Toronto,10.1016/j.cell.2016.11.017,,"<proteins, inhibit, CRISPR-Cas systems>"
inhibit,The results showed that the 11 strains could inhibit adhesion of E. coli to Caco-2 cell monolayers and inhibit the induction of IL-8 production by E. coli in HT-29 cells.,"<11 strains, inhibit, adhesion and induction>",0,2018,J Dairy Sci,Northeast Agricultural University,10.3168/jds.2017-13654,,"<results, inhibit, adhesion and induction>"
inhibit,Solriamfetol can bind to dopamine and norepinephrine transporters and inhibit reuptake of dopamine and norepinephrine.,"<solriamfetol, inhibit, reuptake>, <solriamfetol, bind, transporters>",0,2019,Expert Rev Clin Pharmacol,Central Hospital of Linyi City,10.1080/17512433.2019.1632705,,"<Solriamfetol, bind, transporters>, <Solriamfetol, inhibit, reuptake>"
bind,CRMP-1 and EVL bind to one another and together accelerate actin filament barbed-end elongation.,"<CRMP-1 and EVL, bind, one another>, <CRMP-1 and EVL, accelerate, elongation>",1,2017,Cell Biol,"University of Illinois, Urbana-Champaign",10.1083/jcb.201606084,,
bind,"Here, we show that atherosclerotic-prone ApoE-/- mice develop circulating anti-GRP78 autoantibodies that bind to csGRP78 on lesion-resident endothelial cells.","<anti-GRP78 autoantibodies, bind, csGRP78>",1,2018,JCI Insight,McMaster University,10.1172/jci.insight.99363,,
bind,The peptide inhibitors bind to the highly conserved stem epitope and block the low pH-induced conformational rearrangements associated with membrane fusion.,"<peptide inhibitors, bind, stem epitope>",1,2017,Science,The Scripps Research Institute,10.1126/science.aan0516,,
bind,"We recently showed that canonical mTOR inhibitors bind FKBP12.6 (12.6-kDa FK506-binding protein 12), displace it from calcium release channels, resulting in activation of PKCα (protein kinase Cα) and dissociation of p-120-catenin (p120) from VE-CAD (vascular endothelial cadherin; promoting endothelial barrier dysfunction [EBD]).","<mTOR inhibitors, bind, FKBP12.6>",1,2018,"Arterioscler Thromb Vasc Biol",CVPath Institute,10.1161/ATVBAHA.118.311321,,
bind,"AFAP1-AS1 and FOSL2 could competitively bind with miR-423-5p to regulate several molecules, including RAB11B and LASP1 of the Rho/Rac signaling pathway.","<AFAP1-AS1 and FOSL2, bind, miR-423-5p>",1,2018,J Exp Clin Cancer Res,Central South University,10.1186/s13046-018-0918-9,,
bind,We show that C3 covalently binds to these absorbed proteins rather than the dextran shell and the protein-bound C3 undergoes dynamic exchange in vitro.,"<C3, bind, proteins>",1,2017,Nat Nanotechnol,Jilin University,10.1038/nnano.2016.269,,
bind,"Moreover, miR-22, a direct target of H19, could bind to the 3'UTR of LEF1 to inhibit its expression and reverse the effect of H19 on NPCs, thus inhibiting Wnt/β-catenin signaling.","<miR-2, bind, 3'UTR>",1,2018,J Cell Biochem,Central South University,10.1002/jcb.26738,,
bind,"In addition, XIAP and STX17 bind to each other to regulate the fusion of autophagosomes and lysosomes in SnCs, which in turn, affects the fate of SnCs.","<XIAP and STX17, bind, each other>",1,2019,Biochim Biophys Acta Mol Basis Dis,Shanghai Jiao Tong University,10.1016/j.bbadis.2019.05.017,,
bind,"Because chaperones often bind to folding intermediates, they often (but not always) act to slow protein folding.","<chaperones, bind, intermediates>",1,2018,EcoSal Plus,"University of Michigan, Ann Arbor",10.1128/ecosalplus.ESP-0005-2018,,
bind,Fucoidan is a heparinoid compound that can bind growth factors to control their release rate.,"<heparinoid compound, bind, growth factors>",1,2019,Mar Drugs,Taipei Medical University,10.3390/md17040236,,
bind,"Further, we show that the Pumilio RDs directly bind to the CNOT complex.","<Pumilio RDs, bind, CNOT complex>",1,2020,Nucleic Acids Res,University of Minnesota,10.1093/nar/gkz1187,,
bind,"On the other hand, 4H84 and MEM-G1, which can be used for the Western blotting of HLA-G isoforms, can bind to native HLA-G2, while MEM-G9 and G233 cannot.","<4H84 and MEM-G1, bind, HLA-G2>",1,2019,Int J Mol Sci,Hokkaido University,10.3390/ijms20235947,,
bind,"Apolipoprotein E receptor 2 (apoER2), one of the LDLR family members expressed in macrophages, can bind to its ligand apolipoprotein E (apoE), exhibiting an anti-inflammatory role in atherosclerosis.","<apoER2, bind, apoE>",1,2018,Clin Chim Acta,University of South China,10.1016/j.cca.2018.04.040,,
bind,"The membrane binding studies also suggest that few of these PD mutants strongly bind to synthetic membrane vesicles, while others are shown to have attenuated membrane binding ability.","<PD mutants, bind, membrane vesicles>",1,2017,Curr Protein Pept Sci,IIT Bombay,10.2174/1389203717666160314151706,,
bind,"Recently, emerging evidence demonstrated that some TFs could bind to DNA motifs containing highly methylated CpGs both in vitro and in vivo.","<TFs, bind, DNA motifs>",1,2018,Nucleic Acids Res,Harbin Institute of Technology,10.1093/nar/gkx1096,,
bind,Affinity reagents that specifically bind to their target molecules are invaluable tools in nearly every field of modern biomedicine.,"<affinity reagents, bind, target molecule>",1,2016,Acc Chem Res,Stanford University,10.1021/acs.accounts.6b00283,,
bind,"Here we describe an in vitro selection of Affibody molecules that bind to protofibrils of Aβ42cc, which is a stable engineered mimic of wild type Aβ42 protofibrils.","<molecules, bind, protofibrils>",0,2017,Sci Rep,Swedish University of Agricultural Sciences,10.1038/s41598-017-06377-8,,"<molecules, bind, protofibrils>"
bind,"We then created strains expressing each of the three monoclonal antibodies that comprise the ZMapp cocktail, and demonstrated that the secreted antibodies bind to the Ebola virus glycoprotein by immunofluorescence assay.","<antibodies, bind, Ebola virus glycoprotein>",0,2017,ACS Synth Biol,Massachusetts Institute of Technology,10.1021/acssynbio.7b00234,,"<monoclonal antibodies, bind, Ebola virus glycoprotein>"
bind,"Since these ribosome-binding proteins (rb-proteins) must bind to the rRNA, but the rRNA also functioned as mRNA, it follows that rb-proteins should bind to their own mRNA as well.","<rb-proteins, bind, rRNA and mRNA>",0,2016,J Theor Biol,Michigan State University,10.1016/j.jtbi.2016.02.030,,"<rb-proteins, bind, own mRNA and rRNA>"
bind,"Both of these aptamers bind to KPNA2 with an equilibrium dissociation constant (K d) of 150 nM and discriminate between KPNA2 and other sub-family members of importin-α, such as KPNA1 and KPNA3.","<aptamers, bind, KPNA2>",0,2016,J Biochem,National Institute of Advanced Industrial Science and Technology,10.1093/jb/mvw032,,"<aptamers, bind, KPNA2>"
accelerate,"In vivo and vitro, METTL3 knockdown could decrease the methylation level, reduce the proliferation, accelerate the apoptosis and inhibited the tumor growth.","<METTL3 knockdown, accelerate, apoptosis>, <METTL3 knockdown, inhibited, tumor growth>",1,2020,Gene,Shanghai Jiao Tong University,10.1016/j.gene.2019.144076,,
accelerate,"Conversely, macrophages render the resting membrane potential of cardiomyocytes more positive and, according to computational modeling, accelerate their repolarization.","<macrophages, accelerate, repolarization>",1,2017,Cell,Harvard Medical School,10.1016/j.cell.2017.03.050,,
accelerate,"By tracking a single generation of pRBC, we tested the hypothesis that parasite-specific antibodies accelerate pRBC clearance.","<antibodies, accelerate, pRBC clearance>",1,2019,PLoS Pathog,QIMR Berghofer Medical Research Institute,10.1371/journal.ppat.1007599,,
accelerate,Multimodal analgesia can improve postoperative pain and possibly accelerate functional recovery after surgery.,"<multimodal analgesia, accelerate, functional recovery>",1,2019,Eur J Anaesthesiol,,10.1097/EJA.0000000000001004,,
accelerate,Routine clinical use of these quantitative techniques has been facilitated by the introduction of automated methods that accelerate the work flow and rapidly generate pixel-based myocardial blood flow maps.,"<automated methods, accelerate, work flow>",1,2019,Magn Reson Imaging Clin N Am,St Bartholomew's Hospital,10.1016/j.mric.2019.04.003,,
accelerate,These peptidic compounds and their advantageous biological properties should accelerate the development of new small molecule- and peptide-based therapeutics against influenza virus.,"<peptidic compounds and biological properties, accelerate, development>",1,2017,Science,The Scripps Research Institute,10.1126/science.aan0516,,
accelerate,Histological examination revealed that PU dressings suppress the infiltration of inflammatory cells and accelerate fibroblast proliferation.,"<PU dressings, accelerate, fibroblast proliferation>",1,2016,J Biomed Mater Res B Appl Biomater,Shantou University,10.1002/jbm.b.33670,,
accelerate,"Importantly, the prolonged astrocyte dysfunction and microglia activation accelerated degeneration of dopaminergic neurons induced by 6-hydroxydopamine and blocked the behavioral compensation normally observed after moderate neurodegeneration.","<astrocyte dysfunction and microglia activation , accelerated, degeneration>",1,2018,Mol Neurobiol,Polish Academy of Sciences,10.1007/s12035-017-0529-z,,
accelerate,Microbial changes in vaginal ecosystem may accelerate the process of cervical carcinogenesis.,"<microbial changes, accelerate, process>",1,2020,Arch Microbiol,Military Medical Academy,10.1007/s00203-019-01747-4,,
accelerate,All above strongly suggested that MCT1/PFKFB3 might accelerate LPS-induced classical polarization of microglia probably by promoting glycolysis.,"<MCT1/PFKFB3, accelerate, classical polarization>",1,2019,J Neuroinflammation,Shandong University,10.1186/s12974-019-1648-4,,
accelerate,"In contrast, ICA-121431, a small-molecule Nav1.1 inhibitor, accelerates a subsequent VSDIV gating transition to accelerate entry into the slow inactivated state, resulting in use-dependent block.","<ICA-121431, accelerates, VSDIV gating transition>",1,2017,Proc Natl Acad Sci U S A,"University of California, San Francisco",10.1073/pnas.1621263114,,
accelerate,Here I show that a custom targeted sequencing panel can greatly accelerate the identification of suppressor mutations in the Saccharomyces cerevisiae genome.,"<sequencing panel, accelerate, identification>",1,2019,Genetics,University of Wisconsin,10.1534/genetics.119.301922,,
accelerate,"Furthermore, depletion of CAFs may promote carcinogenesis and accelerate cancer progression by inducing immunosuppression and hypoxia, leading to reduced survival.","<depletion of CAFs, accelerate, cancer progression>",1,2017,Curr Mol Med,Tianjin Medical University,10.2174/1566524018666171205113959,,
accelerate,"Among these modulators, we found that a neuronal epigenetic reader, BAZ-2, and a neuronal histone 3 lysine 9 methyltransferase, SET-6, accelerate behavioural deterioration in C. elegans by reducing mitochondrial function, repressing the expression of nuclear-encoded mitochondrial proteins.","<BAZ-2 and SET-6, accelerate, behavioural deterioration>",1,2020,Nature,Chinese Academy of Sciences,10.1038/s41586-020-2037-y,,
accelerate,"DH could accelerate the development of mammary tumors through increasing the expressions of MMP-9, TIMP-1, TNF-α and IL-1β in DMBA-induced rats.","<DH, accelerate, development>",1,2017,Chin J Integr Med,Jiangxi University of Traditional Chinese Medicine,10.1007/s11655-017-2821-1,,
accelerate,"An ideal anticocaine medication would accelerate cocaine metabolism, producing biologically inactive metabolites by administration of an efficient cocaine-specific exogenous enzyme.","<anticocaine medication, accelerate, cocain metabolism>",1,2016,Proc Natl Acad Sci U S A,University of Kentucky,10.1073/pnas.1517713113,,
accelerate,Dysbiosis of the intestinal microbiota may accelerate the progression of chronic kidney disease (CKD) by increasing the levels of urea toxins.,"<Dysbiosys, accelerate, progression>",0,2018,Kidney Blood Press Res,Capital Medical University,10.1159/000494677,,"<Dysbiosis, accelerate, progression>"
accelerate,"Photodynamic therapy could induce immunogenic cell death, and checkpoint blockade could further accelerate the immunity; therefore, combining these two strategies publishes many papers.","<checkpoint blockade, accelerate, immunity>",0,2018,J Immunol Res,Sichuan University,10.1155/2018/3673295,,"<Photodynamic therapy, accelerate, immunity>"
accelerate,"Alternatively, induction of HIV from its latent state could accelerate the decrease in the reservoir, thus reducing the time to eradication.","<induction, accelerate, decrease>",0,2020,Nature,University of North Carolina at Chapel Hill,10.1038/s41586-020-1951-3,,"<induction, accelerate, decrease>"
accelerate,Acute exacerbations accelerate the clinical course and lead to high mortality.,"<acute exacerbations, accelerate, clinical course>",0,2020,Pathologe,Institut für Pathologie im Medizin Campus Bodensee,10.1007/s00292-019-00747-x,,"<Acute exacerbations, accelerate, clinical course>"
decelerate,"Currently there is no evidence that GLP-1 agonists, SGLT2 inhibitors and DPP-4 inhibitors either accelerate or decelerate the development of NAF.","<GLP-1 and SGLT2 and DPP-4, accelerate, development>, <GLP-1 and SGLT2 and DPP-4, decelerate, development>",1,2019,Diabetes Obes Metab,Southside Endocrinology and Diabetes and Thyroid Associates,10.1111/dom.13512,,
decelerate,Extractives of high acidity accelerate the curing of acid curing UF-resins and decelerate bonding with alkaline hardening PF-resins.,"<extractives, decelerate, bonding>, <extractives, accelerate, curing>",1,2016,Appl Microbiol Biotechnol,Georg-August-University Göttingen,10.1007/s00253-015-7207-8,,
decelerate,This retrospective study suggests that FAc may decelerate the rate of inner retinal thinning in patients with persistent DME.,"<FAc, decelerate, rate>",1,2019,Invest Ophthalmol Vis Sci,University of Iowa,10.1167/iovs.18-24643,,
decelerate,"FNIPs decelerate the chaperone cycle, facilitating FLCN interaction with Hsp90, consequently ensuring FLCN stability.","<FNIPs, decelerate, chaperone cycle>",1,2016,Nat Commun,SUNY Upstate Medical University,10.1038/ncomms12037,,
decelerate,"Patients with Parkinson's disease (PD) are looking forward to new therapeutic strategies that may gradually decelerate the rate of neurodegenerative decline, associated with mobility restrictions and related morbidity.","<therapeutic strategies, decelerate, rate>",1,2018,Curr Med Chem,EuroEspes Biotechnology,10.2174/0929867325666180410100559,,
decelerate,Our results suggest that an early childhood CMV infection may decelerate the progression from islet autoimmunity to clinical T1D among at-risk children and may thus protect these children from progressing to T1D during childhood.,"<CMV infection, decelerate, progression>",1,2019,Pediatr Diabetes,University of Turku,10.1111/pedi.12788,,
decelerate,"Resistance training and dietary optimisation can counteract or at least decelerate the degenerative ageing process, but lack of oestrogen in post-menopausal women may reduce their sensitivity to these anabolic stimuli and accelerate muscle loss.","<Resistance training and dietary optimisation, decelerate, ageing process>",1,2018,Proc Nutr Soc,Aarhus University,10.1017/S0029665117001951,,
decelerate,Numerous treatment strategies for acute liver failure simply prevent complications and decelerate disease progression.,"<treatment strategies, decelerate, disease progression>",1,2018,Stem Cell Res Ther,West China Hospital of Sichuan University,10.1186/s13287-018-0972-4,,
decelerate,"Moreover, there is evidence that anti-inflammatory biologic drugs, such as anti-TNF and anti-IL1β agents, can decelerate the atherogenic process, thus setting new therapeutic targets for early and effective disease control and suppression of inflammation, in addition to aggressive management of classical CV risk factors.","<anti-inflammatory biologic drugs, decelerate, atherogenic process>",1,2018,Int J Mol Sci,National and Kapodistrian University of Athens,10.3390/ijms19071890,,
decelerate,Uremic toxins adsorbents may decelerate oxidative stress and improve bone health in CKD patients,"<uremic toxins adsorbents, decelerate, oxidative stress>",1,2018,Clin Chim Acta,Fu-Jen Catholic University,10.1016/j.cca.2018.05.057,,
decelerate,"Current pharmacologic treatments for AD can only decelerate the progression of the disease for a short time, often at the cost of severe side effects.","<pharmacologic treatments, decelerate, progression>",1,2019,Ageing Res Rev,University of Aarhus,10.1016/j.arr.2019.04.003,,
decelerate,It has been suggested that exercise training and probiotic supplementation could decelerate the progress of functional and biochemical deterioration in APP/PS1 transgenic mice (APP/PS1TG).,"<exercise training and probiotic supplementation, decelerate, progress>",1,2019,Exp Gerontol,Waseda University,10.1016/j.exger.2018.12.005,,
decelerate,"This report shows that AI treatment can adequately decelerate bone maturation, causing predicted adult height to increase significantly in patients of CAH with accelerated bone maturation.","<AI treatment, decelerate, bone maturation>",1,2019,Horm Res Paediatr,Erasmus University Medical Centre,10.1159/000501746,,
decelerate,"Two IPF therapeutics, nintedanib and pirfenidone, decelerate lung function decline, but their underlying mechanisms of action are poorly understood.","<IPF therapeutics, decelerate, function decline>",1,2017,Am J Respir Cell Mol Biol,Oregon Health and Science University,10.1165/rcmb.2016-0217OC,,
decelerate,"Besides these products, compounds produced by bacteria may decelerate individual senescence.","<compounds, decelerate, individual senescence>",1,2019,Int J Cosmet Sci,GREENTECH,10.1111/ics.12534,,
decelerate,Diverse experiences throughout life might decelerate chronic disease accumulation during aging.,"<diverse experiences, decelerate, disease accumulation>",1,2019,Am J Epidemiol,Karolinska Institutet and Stockholm University,10.1093/aje/kwz101,,
decelerate,"It is possible that, some procedures, such as low-level laser therapy (LLLT), could decelerate this process.","<procedures, decelerate, process>",0,2019,Lasers Med Sci,Federal University of Santa Maria (UFSM),10.1007/s10103-019-02728-1,,"<procedures, decelerate, process>"
decelerate,Guidelines dedicated to avoiding or alleviating senescence-inducing stresses might decelerate cellular senescence and benefit patients with IVD degenerative diseases.,"<guidelines, decelerate, cellular senescence>",0,2016,Osteoarthritis Cartilage,Southeast University,10.1016/j.joca.2015.09.019,,"<Guidelines, decelerate, cellular senescence>"
decelerate,"Further biological studies revealed that the disulfides display synergy with vancomycin against VRSA, cause dispersal of S.aureus biofilms, exhibit low cytotoxicity, and decelerate S.aureus metabolism.","<disulfides, decelerate, S.aureus metabolism>",0,2018,Eur J Med Chem,Marshall University,10.1016/j.ejmech.2017.10.018,,"<disulfides, decelerate, S.aureus metabolism>"
decelerate,"Early intervention and treatment may accelerate or decelerate physical growth, preserve fertility, and promote healthy behaviors with decreased psychological stress for patients and families.","<early intervention and treatment, decelerate, physical growth>, <early intervention and treatment, accelerate, physical growth>",0,2018,Prim Care,The Ohio State University,10.1016/j.pop.2018.07.003,,"<Early intervention and treatment, accelerate, physical growth>, <Early intervention and treatment, decelerate, physical growth>"
